"","title.name","title.link","exclusive","cumulative_rank","Type","rating","AVG_Nmpaa_comp","AVG_Ngenre_comp","Holiday_distance","sequel","Drama","Comedy","Family","Action","Sci.Fi","Suspense","Romance","Other","mpaa_R_Restricted","mpaa_G_General_audiences","mpaa_PG_Parental_guidance_suggested","mpaa_PG13_Parents_strongly_cautioned","mpaa_NC17_Adults_only","mpaa_Not_Rated"
"337","The Poison Rose","flixpatrol.com/title/the-poison-rose-2019/",0,1,1,4.7,12,2,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"338","The Recruit","flixpatrol.com/title/the-recruit-2022/",1,3,0,7.4,17.6666666666667,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"339","The Redeem Team","flixpatrol.com/title/the-redeem-team/",1,2,1,7.4,17,4.5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"340","The Royal Hunt of the Sun","flixpatrol.com/title/the-royal-hunt-of-the-sun/",1,2,0,6.1,13,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"341","The Royal Treatment","flixpatrol.com/title/the-royal-treatment/",1,2,1,5.2,23,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"342","The Sandman","flixpatrol.com/title/the-sandman-2022/",1,6,0,7.7,25,1,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"343","The School for Good and Evil","flixpatrol.com/title/the-school-for-good-and-evil/",1,3,1,5.8,27.3333333333333,0,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"344","The Sea Beast","flixpatrol.com/title/the-sea-beast/",1,4,1,7,20,7,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"345","The Sinner","flixpatrol.com/title/the-sinner/",0,3,0,7.9,20.3333333333333,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"346","The Stranger","flixpatrol.com/title/the-stranger-2022/",1,2,1,6.6,21.5,2.5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"347","The Swimmers","flixpatrol.com/title/the-swimmers-2022/",1,1,1,7.4,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"348","The Takedown","flixpatrol.com/title/the-takedown/",1,1,1,5.7,19,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
"349","The Takeover","flixpatrol.com/title/the-takeover/",1,1,1,5.2,24,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"350","The Tinder Swindler","flixpatrol.com/title/the-tinder-swindler/",1,4,1,7.1,20.75,0.75,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"351","The Town","flixpatrol.com/title/the-town/",0,2,1,7.5,8,4.5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"352","The Ultimatum: Marry or Move On","flixpatrol.com/title/the-ultimatum-marry-or-move-on/",1,4,0,5.5,21,6.5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"353","The Umbrella Academy","flixpatrol.com/title/the-umbrella-academy/",1,4,0,7.9,53.5,0.5,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
"354","The Unbroken Voice","flixpatrol.com/title/the-unbroken-voice/",0,4,0,7.6,8,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"355","The UnXplained","flixpatrol.com/title/the-unxplained/",0,2,0,7.2,25.5,4.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"356","The Volcano: Rescue from Whakaari","flixpatrol.com/title/the-volcano-rescue-from-whakaari/",1,2,1,7.3,32,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"357","The Watcher","flixpatrol.com/title/the-watcher-2022/",1,5,0,6.5,21.2,3.8,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"358","The Weekend Away","flixpatrol.com/title/the-weekend-away/",1,2,1,5.6,36,4.5,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"359","The Witcher","flixpatrol.com/title/the-witcher/",1,6,0,8.1,18.3333333333333,0.333333333333333,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"360","The Witcher: Blood Origin","flixpatrol.com/title/the-witcher-blood-origin/",1,1,0,4.7,17,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"361","The Woman in the House Across the Street from the Girl in the Window","flixpatrol.com/title/the-woman-in-the-house-across-the-street-from-the-girl-in-the-window/",1,3,0,6.4,21.3333333333333,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"362","The Wonder","flixpatrol.com/title/the-wonder/",1,2,1,6.6,10,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"363","This Is 40","flixpatrol.com/title/this-is-40/",0,2,1,6.2,12,0,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"364","This Is the End","flixpatrol.com/title/this-is-the-end/",0,2,1,6.6,36,9,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"365","Through My Window","flixpatrol.com/title/through-my-window/",1,1,1,5.4,22,2,6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"366","Tides","flixpatrol.com/title/tides/",0,1,1,5.4,8,1,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"367","Titanic","flixpatrol.com/title/titanic-1997/",0,6,1,7.9,59.5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"368","Too Hot to Handle","flixpatrol.com/title/too-hot-to-handle/",1,3,0,4.7,19.6,0.6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"369","Too Old for Fairy Tales","flixpatrol.com/title/too-old-for-fairy-tales/",1,1,1,6.2,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"370","Top Boy","flixpatrol.com/title/top-boy-2019/",1,1,0,8.4,23,6,10,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
"371","Top Gun","flixpatrol.com/title/top-gun/",0,2,1,8.3,31.5,1.5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"372","Toscana","flixpatrol.com/title/toscana/",1,1,1,5.7,22,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"373","Tower Heist","flixpatrol.com/title/tower-heist/",0,1,1,6.2,29,0,4,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
"374","Trainwreck: Woodstock '99","flixpatrol.com/title/trainwreck-woodstock-99/",0,2,0,7.4,25.5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"375","Transformers: Dark of the Moon","flixpatrol.com/title/transformers-dark-of-the-moon/",0,2,1,6.2,26,6,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"376","Transformers: Revenge of the Fallen","flixpatrol.com/title/transformers-revenge-of-the-fallen/",0,1,1,5.9,26,5,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"377","Treason","flixpatrol.com/title/treason/",1,1,0,6.3,17,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"378","Troll","flixpatrol.com/title/troll-2022/",1,2,1,5.8,29,3,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"379","Trolls","flixpatrol.com/title/trolls/",0,2,1,6.4,38.5,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
"380","Trust No One: The Hunt for the Crypto King","flixpatrol.com/title/trust-no-one-the-hunt-for-the-crypto-king/",1,1,1,6.3,22,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"381","Tyler Perry's A Madea Homecoming","flixpatrol.com/title/tyler-perrys-a-madea-homecoming/",1,4,1,5.6,20,2.5,8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"382","U.S. Marshals","flixpatrol.com/title/us-marshals/",0,2,1,6.5,38.5,3,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"383","Uncharted","flixpatrol.com/title/uncharted/",0,4,1,6.3,29.75,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"384","Uncoupled","flixpatrol.com/title/uncoupled/",1,1,0,7,25,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"385","Under Suspicion","flixpatrol.com/title/under-suspicion-2000/",0,1,1,6.4,45,10,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"386","Unsolved Mysteries","flixpatrol.com/title/unsolved-mysteries-2020/",1,2,0,7.3,21.5,7,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"387","Untold: The Girlfriend Who Didn't Exist","flixpatrol.com/title/untold-the-girlfriend-who-didnt-exist/",1,2,1,7.2,25.5,7.5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"388","Untold: The Rise and Fall of AND1","flixpatrol.com/title/untold-the-rise-and-fall-of-and1/",1,1,1,6.8,23,8,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"389","Vikings: Valhalla","flixpatrol.com/title/vikings-valhalla/",1,3,0,7.3,21,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"390","Virgin River","flixpatrol.com/title/virgin-river/",1,7,0,7.4,28.5714285714286,1.57142857142857,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"391","Wanted","flixpatrol.com/title/wanted-2009/",0,1,1,6.7,63,12,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
"392","War of the Worlds","flixpatrol.com/title/war-of-the-worlds/",0,1,1,6.5,36,6,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"393","Warrior","flixpatrol.com/title/warrior-2015/",0,1,1,8.2,26,1,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"394","Warrior Nun","flixpatrol.com/title/warrior-nun/",1,2,0,7,20,1.5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"395","We Die Young","flixpatrol.com/title/we-die-young-2019/",0,1,1,5.2,10,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"396","Wedding Season","flixpatrol.com/title/wedding-season/",1,2,1,6.3,24,0.5,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"397","Wednesday","flixpatrol.com/title/wednesday/",1,6,0,8.1,29,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"398","Welcome to Eden","flixpatrol.com/title/welcome-to-eden/",1,1,0,5.5,19,2,3,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
"399","Where the Crawdads Sing","flixpatrol.com/title/where-the-crawdads-sing/",0,3,1,7.2,23,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"400","White Hot: The Rise & Fall of Abercrombie & Fitch","flixpatrol.com/title/white-hot-the-rise-fall-of-abercrombie-fitch/",1,2,1,5.7,32.5,4.5,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"401","White Noise","flixpatrol.com/title/white-noise-2022/",1,1,1,5.7,7,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"402","Who Killed Sara?","flixpatrol.com/title/who-killed-sara/",1,1,0,6.4,21,9,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"403","Wild Card","flixpatrol.com/title/wild-card-2015/",0,2,1,5.6,14.5,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"404","Windfall","flixpatrol.com/title/windfall/",1,2,1,5.7,7,3,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"405","Without a Paddle","flixpatrol.com/title/without-a-paddle/",0,2,1,5.8,32,0,8,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
"406","Workin' Moms","flixpatrol.com/title/workin-moms/",1,2,0,7.8,20,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"407","Worst Roommate Ever","flixpatrol.com/title/worst-roommate-ever/",1,3,0,7,19.6666666666667,1.66666666666667,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"408","Wrong Side of the Tracks","flixpatrol.com/title/wrong-side-of-the-tracks/",1,3,0,4.9,4.33333333333333,1.33333333333333,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
