title name;genre;MPAA_rating;rating
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Puppy Dog Pals;Animation,Adventure,Comedy,Drama,Family,Musical,Mystery,;TV-Y,;6.8
The Proud Family: Louder and Prouder;Animation,Adventure,Comedy,Family,;TV-PG,;2.8
The Owl House;Animation,Action,Adventure,Comedy,Drama,Family,Fantasy,Horror,Mystery,;TV-Y7-FV,;8.4
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Frozen II;Animation,Adventure,Comedy,Drama,Family,Fantasy,Musical,;PG,;6.8
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Doctor Strange;Action,Adventure,Fantasy,Sci-Fi,;TV-14,PG-13,;7.5
Pirates of the Caribbean: The Curse of the Black Pearl;Action,Adventure,Fantasy,;PG-13,;8.1
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Puppy Dog Pals;Animation,Adventure,Comedy,Drama,Family,Musical,Mystery,;TV-Y,;6.8
The Owl House;Animation,Action,Adventure,Comedy,Drama,Family,Fantasy,Horror,Mystery,;TV-Y7-FV,;8.4
What If...?;Animation,Action,Adventure,Sci-Fi,;TV-14,;7.4
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Doctor Strange;Action,Adventure,Fantasy,Sci-Fi,;TV-14,PG-13,;7.5
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Frozen II;Animation,Adventure,Comedy,Drama,Family,Fantasy,Musical,;PG,;6.8
Pirates of the Caribbean: The Curse of the Black Pearl;Action,Adventure,Fantasy,;PG-13,;8.1
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Sneakerella;Comedy,Family,Musical,;TV-G,;4.8
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
WandaVision;Action,Comedy,Drama,Fantasy,Romance,Sci-Fi,;TV-PG,TV-14,;7.9
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
The Quest;Action,Adventure,Drama,Thriller,;PG-13,;5.6
Puppy Dog Pals;Animation,Adventure,Comedy,Drama,Family,Musical,Mystery,;TV-Y,;6.8
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Sneakerella;Comedy,Family,Musical,;TV-G,;4.8
Doctor Strange;Action,Adventure,Fantasy,Sci-Fi,;TV-14,PG-13,;7.5
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Frozen II;Animation,Adventure,Comedy,Drama,Family,Fantasy,Musical,;PG,;6.8
Chip 'n Dale: Rescue Rangers;Animation,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,;PG,;7.0
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Puppy Dog Pals;Animation,Adventure,Comedy,Drama,Family,Musical,Mystery,;TV-Y,;6.8
Mira, Royal Detective;Animation,Adventure,Family,Musical,Mystery,;TV-Y7,;7.4
Alice's Wonderland Bakery;Animation,Short,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,;6.7
Chip 'n Dale: Rescue Rangers;Animation,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,;PG,;7.0
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Monsters, Inc.;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,TV-G,G,;8.1
Frozen II;Animation,Adventure,Comedy,Drama,Family,Fantasy,Musical,;PG,;6.8
Pirates of the Caribbean: The Curse of the Black Pearl;Action,Adventure,Fantasy,;PG-13,;8.1
Frozen;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,TV-G,PG,;7.4
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Chip 'n Dale Rescue Rangers;Animation,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,;PG,;7.0
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Phineas and Ferb;Animation,Short,Action,Adventure,Comedy,Family,Musical,Sci-Fi,;TV-G,TV-MA,F,TV-Y7,;8.1
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Chip 'n Dale: Rescue Rangers;Animation,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,;PG,;7.0
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Star Wars: Episode I - The Phantom Menace;Action,Adventure,Fantasy,Sci-Fi,;TV-PG,PG,;6.5
Frozen II;Animation,Adventure,Comedy,Drama,Family,Fantasy,Musical,;PG,;6.8
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Mickey Mouse Funhouse;Animation,Short,Adventure,Comedy,Family,Fantasy,Musical,;TV-G,;5.6
Glee;Comedy,Drama,Music,Musical,;TV-PG,TV-14,;6.8
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Chip 'n Dale: Rescue Rangers;Animation,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,;PG,;7.0
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Frozen II;Animation,Adventure,Comedy,Drama,Family,Fantasy,Musical,;PG,;6.8
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
Beyond Infinity: Buzz and the Journey to Lightyear;Documentary,Short,;TV-G,;6.4
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Glee;Comedy,Drama,Music,Musical,;TV-PG,TV-14,;6.8
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Mickey Mouse Funhouse;Animation,Short,Adventure,Comedy,Family,Fantasy,Musical,;TV-G,;5.6
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Beyond Infinity: Buzz and the Journey to Lightyear;Documentary,Short,;TV-G,;6.4
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Toy Story 2;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,G,;7.9
Toy Story 4;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,G,;7.7
Toy Story 3;Animation,Adventure,Comedy,Family,Fantasy,;G,;8.3
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Glee;Comedy,Drama,Music,Musical,;TV-PG,TV-14,;6.8
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Doctor Strange in the Multiverse of Madness;Action,Adventure,Fantasy,Horror,Sci-Fi,;PG-13,;6.9
Beyond Infinity: Buzz and the Journey to Lightyear;Documentary,Short,;TV-G,;6.4
Toy Story 4;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,G,;7.7
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Toy Story 2;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,G,;7.9
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Glee;Comedy,Drama,Music,Musical,;TV-PG,TV-14,;6.8
Moon Knight;Action,Adventure,Fantasy,;TV-14,;7.3
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Doctor Strange in the Multiverse of Madness;Action,Adventure,Fantasy,Horror,Sci-Fi,;PG-13,;6.9
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Rise;Action,Adventure,Drama,;Not Rated,;7.9
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Frozen;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,TV-G,PG,;7.4
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Baymax!;Animation,Short,Action,Adventure,Comedy,Family,Sci-Fi,;TV-PG,;7.1
Glee;Comedy,Drama,Music,Musical,;TV-PG,TV-14,;6.8
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Doctor Strange in the Multiverse of Madness;Action,Adventure,Fantasy,Horror,Sci-Fi,;PG-13,;6.9
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Thor: Ragnarok;Action,Adventure,Comedy,Fantasy,Sci-Fi,;PG-13,;7.9
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Big Hero 6;Animation,Action,Adventure,Comedy,Family,Sci-Fi,;TV-G,TV-PG,PG,;7.8
Thor;Action,Fantasy,;TV-14,PG-13,;7.0
Bluey;Animation,Family,;TV-Y,;9.5
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Baymax!;Animation,Short,Action,Adventure,Comedy,Family,Sci-Fi,;TV-PG,;7.1
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
PJ Masks;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y,TV-Y7-FV,;5.3
America the Beautiful;Documentary,Adventure,;;8.0
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Doctor Strange in the Multiverse of Madness;Action,Adventure,Fantasy,Horror,Sci-Fi,;PG-13,;6.9
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Thor: Ragnarok;Action,Adventure,Comedy,Fantasy,Sci-Fi,;PG-13,;7.9
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Z-O-M-B-I-E-S 3;Family,Musical,Romance,;TV-G,;5.4
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
The Wonderful Summer of Mickey Mouse;Animation,Short,Adventure,Comedy,Family,Fantasy,Mystery,Sci-Fi,Western,;;7.5
Bluey;Animation,Family,;TV-Y,;9.5
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Baymax!;Animation,Short,Action,Adventure,Comedy,Family,Sci-Fi,;TV-PG,;7.1
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Big City Greens;Animation,Adventure,Comedy,Family,Thriller,;TV-Y7,;7.4
Z-O-M-B-I-E-S 3;Family,Musical,Romance,;TV-G,;5.4
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Doctor Strange in the Multiverse of Madness;Action,Adventure,Fantasy,Horror,Sci-Fi,;PG-13,;6.9
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Z-O-M-B-I-E-S 2;Comedy,Family,Fantasy,Musical,Romance,;TV-G,;5.7
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Baymax!;Animation,Short,Action,Adventure,Comedy,Family,Sci-Fi,;TV-PG,;7.1
America's Funniest Home Videos: Animal Edition;Family,Reality-TV,;;7.8
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Z-O-M-B-I-E-S 3;Family,Musical,Romance,;TV-G,;5.4
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Doctor Strange in the Multiverse of Madness;Action,Adventure,Fantasy,Horror,Sci-Fi,;PG-13,;6.9
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Deadpool;Action,Comedy,;TV-MA,R,;8.0
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
High School Musical: The Musical: The Series;Comedy,Drama,Musical,;TV-PG,TV-14,;7.1
Big City Greens;Animation,Adventure,Comedy,Family,Thriller,;TV-Y7,;7.4
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Z-O-M-B-I-E-S 3;Family,Musical,Romance,;TV-G,;5.4
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Lightyear;Animation,Action,Adventure,Drama,Family,Sci-Fi,;PG,;6.1
Doctor Strange in the Multiverse of Madness;Action,Adventure,Fantasy,Horror,Sci-Fi,;PG-13,;6.9
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
Bluey;Animation,Family,;TV-Y,;9.5
The Simpsons;Animation,Comedy,;TV-14,TV-14,TV-14,TV-PG,TV-G,TV-MA,TV-PG,TV-14,TV-MA,;8.7
Mickey Mouse Clubhouse;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y,TV-G,;5.7
Big City Greens;Animation,Adventure,Comedy,Family,Thriller,;TV-Y7,;7.4
High School Musical: The Musical: The Series;Comedy,Drama,Musical,;TV-PG,TV-14,;7.1
Jessie;Comedy,Drama,Family,;TV-G,TV-PG,;6.0
Marvel's Spidey and His Amazing Friends;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-Y7,;6.0
Ms. Marvel;Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Mystery,Sci-Fi,;TV-PG,TV-14,;6.2
Obi-Wan Kenobi;Action,Adventure,Sci-Fi,;TV-14,;7.1
Star Wars: The Clone Wars;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;TV-PG,;8.4
Lightyear;Animation,Action,Adventure,Drama,Family,Sci-Fi,;PG,;6.1
Encanto;Animation,Comedy,Family,Fantasy,Musical,;PG,;7.2
Moana;Animation,Adventure,Comedy,Family,Fantasy,Musical,;TV-PG,PG,;7.6
Turning Red;Animation,Adventure,Comedy,Family,Fantasy,;PG,;7.0
Toy Story;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,G,;8.3
Z-O-M-B-I-E-S 3;Family,Musical,Romance,;TV-G,;5.4
Zootopia;Animation,Adventure,Comedy,Crime,Family,Mystery,;TV-G,TV-PG,TV-PG,PG,;8.0
Luca;Animation,Adventure,Comedy,Family,Fantasy,;TV-PG,PG,;7.4
Cars;Animation,Adventure,Comedy,Family,Sport,;TV-G,G,;7.2
