title link;rank;title name;exclusive;cumulative_rank;Type;platform;week_num
flixpatrol.com/title/cars/;10;Cars;;;Movies;Disney+;31
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;31
flixpatrol.com/title/the-simpsons/;2;The Simpsons;;;TV Shows;Disney+;31
flixpatrol.com/title/mickey-mouse-clubhouse/;3;Mickey Mouse Clubhouse;;;TV Shows;Disney+;31
flixpatrol.com/title/big-city-greens/;4;Big City Greens;;;TV Shows;Disney+;31
flixpatrol.com/title/high-school-musical-the-musical-the-series/;5;High School Musical: The Musical: The Series;;;TV Shows;Disney+;31
flixpatrol.com/title/jessie/;6;Jessie;;;TV Shows;Disney+;31
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;7;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;31
flixpatrol.com/title/ms-marvel/;8;Ms. Marvel;;;TV Shows;Disney+;31
flixpatrol.com/title/obi-wan-kenobi/;9;Obi-Wan Kenobi;;;TV Shows;Disney+;31
flixpatrol.com/title/star-wars-the-clone-wars-2008/;10;Star Wars: The Clone Wars;;;TV Shows;Disney+;31
flixpatrol.com/title/lightyear/;1;Lightyear;;;Movies;Disney+;32
flixpatrol.com/title/encanto/;2;Encanto;;;Movies;Disney+;32
flixpatrol.com/title/moana/;3;Moana;;;Movies;Disney+;32
flixpatrol.com/title/turning-red/;4;Turning Red;;;Movies;Disney+;32
flixpatrol.com/title/toy-story/;5;Toy Story;;;Movies;Disney+;32
flixpatrol.com/title/z-o-m-b-i-e-s-3/;6;Z-O-M-B-I-E-S 3;;;Movies;Disney+;32
flixpatrol.com/title/zootopia/;7;Zootopia;;;Movies;Disney+;32
flixpatrol.com/title/luca/;8;Luca;;;Movies;Disney+;32
flixpatrol.com/title/cars/;9;Cars;;;Movies;Disney+;32
flixpatrol.com/title/lego-star-wars-summer-vacation/;10;LEGO Star Wars: Summer Vacation;;;Movies;Disney+;32
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;32
flixpatrol.com/title/the-simpsons/;2;The Simpsons;;;TV Shows;Disney+;32
flixpatrol.com/title/mickey-mouse-clubhouse/;3;Mickey Mouse Clubhouse;;;TV Shows;Disney+;32
flixpatrol.com/title/jessie/;4;Jessie;;;TV Shows;Disney+;32
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;5;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;32
flixpatrol.com/title/big-city-greens/;6;Big City Greens;;;TV Shows;Disney+;32
flixpatrol.com/title/high-school-musical-the-musical-the-series/;7;High School Musical: The Musical: The Series;;;TV Shows;Disney+;32
flixpatrol.com/title/ms-marvel/;8;Ms. Marvel;;;TV Shows;Disney+;32
flixpatrol.com/title/the-orville/;9;The Orville;;;TV Shows;Disney+;32
flixpatrol.com/title/phineas-and-ferb/;10;Phineas and Ferb;;;TV Shows;Disney+;32
flixpatrol.com/title/lightyear/;1;Lightyear;;;Movies;Disney+;33
flixpatrol.com/title/encanto/;2;Encanto;;;Movies;Disney+;33
flixpatrol.com/title/moana/;3;Moana;;;Movies;Disney+;33
flixpatrol.com/title/turning-red/;4;Turning Red;;;Movies;Disney+;33
flixpatrol.com/title/toy-story/;5;Toy Story;;;Movies;Disney+;33
flixpatrol.com/title/luca/;6;Luca;;;Movies;Disney+;33
flixpatrol.com/title/zootopia/;7;Zootopia;;;Movies;Disney+;33
flixpatrol.com/title/z-o-m-b-i-e-s-3/;8;Z-O-M-B-I-E-S 3;;;Movies;Disney+;33
flixpatrol.com/title/cars/;9;Cars;;;Movies;Disney+;33
flixpatrol.com/title/frozen/;10;Frozen;;;Movies;Disney+;33
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;33
flixpatrol.com/title/the-simpsons/;2;The Simpsons;;;TV Shows;Disney+;33
flixpatrol.com/title/mickey-mouse-clubhouse/;3;Mickey Mouse Clubhouse;;;TV Shows;Disney+;33
flixpatrol.com/title/the-orville/;4;The Orville;;;TV Shows;Disney+;33
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;5;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;33
flixpatrol.com/title/jessie/;6;Jessie;;;TV Shows;Disney+;33
flixpatrol.com/title/big-city-greens/;7;Big City Greens;;;TV Shows;Disney+;33
flixpatrol.com/title/she-hulk-attorney-at-law/;8;She-Hulk: Attorney at Law;;;TV Shows;Disney+;33
flixpatrol.com/title/high-school-musical-the-musical-the-series/;9;High School Musical: The Musical: The Series;;;TV Shows;Disney+;33
flixpatrol.com/title/puppy-dog-pals/;10;Puppy Dog Pals;;;TV Shows;Disney+;33
flixpatrol.com/title/lightyear/;1;Lightyear;;;Movies;Disney+;34
flixpatrol.com/title/encanto/;2;Encanto;;;Movies;Disney+;34
flixpatrol.com/title/moana/;3;Moana;;;Movies;Disney+;34
flixpatrol.com/title/turning-red/;4;Turning Red;;;Movies;Disney+;34
flixpatrol.com/title/toy-story/;5;Toy Story;;;Movies;Disney+;34
flixpatrol.com/title/luca/;6;Luca;;;Movies;Disney+;34
flixpatrol.com/title/zootopia/;7;Zootopia;;;Movies;Disney+;34
flixpatrol.com/title/cars/;8;Cars;;;Movies;Disney+;34
flixpatrol.com/title/frozen/;9;Frozen;;;Movies;Disney+;34
flixpatrol.com/title/doc-mcstuffins-the-doc-is-10/;10;Doc McStuffins: The Doc Is 10!;;;Movies;Disney+;34
flixpatrol.com/title/she-hulk-attorney-at-law/;1;She-Hulk: Attorney at Law;;;TV Shows;Disney+;34
flixpatrol.com/title/bluey/;2;Bluey;;;TV Shows;Disney+;34
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;34
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;34
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;5;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;34
flixpatrol.com/title/jessie/;6;Jessie;;;TV Shows;Disney+;34
flixpatrol.com/title/the-orville/;7;The Orville;;;TV Shows;Disney+;34
flixpatrol.com/title/high-school-musical-the-musical-the-series/;8;High School Musical: The Musical: The Series;;;TV Shows;Disney+;34
flixpatrol.com/title/big-city-greens/;9;Big City Greens;;;TV Shows;Disney+;34
flixpatrol.com/title/puppy-dog-pals/;10;Puppy Dog Pals;;;TV Shows;Disney+;34
flixpatrol.com/title/lightyear/;1;Lightyear;;;Movies;Disney+;35
flixpatrol.com/title/encanto/;2;Encanto;;;Movies;Disney+;35
flixpatrol.com/title/moana/;3;Moana;;;Movies;Disney+;35
flixpatrol.com/title/turning-red/;4;Turning Red;;;Movies;Disney+;35
flixpatrol.com/title/toy-story/;5;Toy Story;;;Movies;Disney+;35
flixpatrol.com/title/zootopia/;6;Zootopia;;;Movies;Disney+;35
flixpatrol.com/title/luca/;7;Luca;;;Movies;Disney+;35
flixpatrol.com/title/cars/;8;Cars;;;Movies;Disney+;35
flixpatrol.com/title/frozen/;9;Frozen;;;Movies;Disney+;35
flixpatrol.com/title/tangled/;10;Tangled;;;Movies;Disney+;35
flixpatrol.com/title/she-hulk-attorney-at-law/;1;She-Hulk: Attorney at Law;;;TV Shows;Disney+;35
flixpatrol.com/title/bluey/;2;Bluey;;;TV Shows;Disney+;35
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;35
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;35
flixpatrol.com/title/jessie/;5;Jessie;;;TV Shows;Disney+;35
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;6;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;35
flixpatrol.com/title/high-school-musical-the-musical-the-series/;7;High School Musical: The Musical: The Series;;;TV Shows;Disney+;35
flixpatrol.com/title/the-orville/;8;The Orville;;;TV Shows;Disney+;35
flixpatrol.com/title/big-city-greens/;9;Big City Greens;;;TV Shows;Disney+;35
flixpatrol.com/title/puppy-dog-pals/;10;Puppy Dog Pals;;;TV Shows;Disney+;35
flixpatrol.com/title/encanto/;1;Encanto;;;Movies;Disney+;36
flixpatrol.com/title/moana/;2;Moana;;;Movies;Disney+;36
flixpatrol.com/title/lightyear/;3;Lightyear;;;Movies;Disney+;36
flixpatrol.com/title/cars/;4;Cars;;;Movies;Disney+;36
flixpatrol.com/title/turning-red/;5;Turning Red;;;Movies;Disney+;36
flixpatrol.com/title/toy-story/;6;Toy Story;;;Movies;Disney+;36
flixpatrol.com/title/thor-love-and-thunder/;7;Thor: Love and Thunder;;;Movies;Disney+;36
flixpatrol.com/title/luca/;8;Luca;;;Movies;Disney+;36
flixpatrol.com/title/pinocchio-2022/;9;Pinocchio;;;Movies;Disney+;36
flixpatrol.com/title/welcome-to-the-club/;10;Welcome to the Club;;;Movies;Disney+;36
flixpatrol.com/title/she-hulk-attorney-at-law/;1;She-Hulk: Attorney at Law;;;TV Shows;Disney+;36
flixpatrol.com/title/bluey/;2;Bluey;;;TV Shows;Disney+;36
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;36
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;36
flixpatrol.com/title/jessie/;5;Jessie;;;TV Shows;Disney+;36
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;6;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;36
flixpatrol.com/title/cars-on-the-road/;7;Cars on the Road;;;TV Shows;Disney+;36
flixpatrol.com/title/puppy-dog-pals/;8;Puppy Dog Pals;;;TV Shows;Disney+;36
flixpatrol.com/title/big-city-greens/;9;Big City Greens;;;TV Shows;Disney+;36
flixpatrol.com/title/high-school-musical-the-musical-the-series/;10;High School Musical: The Musical: The Series;;;TV Shows;Disney+;36
flixpatrol.com/title/thor-love-and-thunder/;1;Thor: Love and Thunder;;;Movies;Disney+;37
flixpatrol.com/title/pinocchio-2022/;2;Pinocchio;;;Movies;Disney+;37
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;37
flixpatrol.com/title/moana/;4;Moana;;;Movies;Disney+;37
flixpatrol.com/title/cars/;5;Cars;;;Movies;Disney+;37
flixpatrol.com/title/lightyear/;6;Lightyear;;;Movies;Disney+;37
flixpatrol.com/title/turning-red/;7;Turning Red;;;Movies;Disney+;37
flixpatrol.com/title/hocus-pocus/;8;Hocus Pocus;;;Movies;Disney+;37
flixpatrol.com/title/toy-story/;9;Toy Story;;;Movies;Disney+;37
flixpatrol.com/title/welcome-to-the-club/;10;Welcome to the Club;;;Movies;Disney+;37
flixpatrol.com/title/she-hulk-attorney-at-law/;1;She-Hulk: Attorney at Law;;;TV Shows;Disney+;37
flixpatrol.com/title/bluey/;2;Bluey;;;TV Shows;Disney+;37
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;37
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;37
flixpatrol.com/title/cars-on-the-road/;5;Cars on the Road;;;TV Shows;Disney+;37
flixpatrol.com/title/jessie/;6;Jessie;;;TV Shows;Disney+;37
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;7;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;37
flixpatrol.com/title/high-school-musical-the-musical-the-series/;8;High School Musical: The Musical: The Series;;;TV Shows;Disney+;37
flixpatrol.com/title/puppy-dog-pals/;9;Puppy Dog Pals;;;TV Shows;Disney+;37
flixpatrol.com/title/the-mandalorian/;10;The Mandalorian;;;TV Shows;Disney+;37
flixpatrol.com/title/thor-love-and-thunder/;1;Thor: Love and Thunder;;;Movies;Disney+;38
flixpatrol.com/title/pinocchio-2022/;2;Pinocchio;;;Movies;Disney+;38
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;38
flixpatrol.com/title/moana/;4;Moana;;;Movies;Disney+;38
flixpatrol.com/title/hocus-pocus/;5;Hocus Pocus;;;Movies;Disney+;38
flixpatrol.com/title/turning-red/;6;Turning Red;;;Movies;Disney+;38
flixpatrol.com/title/lightyear/;7;Lightyear;;;Movies;Disney+;38
flixpatrol.com/title/cars/;8;Cars;;;Movies;Disney+;38
flixpatrol.com/title/toy-story/;9;Toy Story;;;Movies;Disney+;38
flixpatrol.com/title/coco-2017/;10;Coco;;;Movies;Disney+;38
flixpatrol.com/title/she-hulk-attorney-at-law/;1;She-Hulk: Attorney at Law;;;TV Shows;Disney+;38
flixpatrol.com/title/bluey/;2;Bluey;;;TV Shows;Disney+;38
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;38
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;38
flixpatrol.com/title/star-wars-andor/;5;Star Wars: Andor;;;TV Shows;Disney+;38
flixpatrol.com/title/dancing-with-the-stars/;6;Dancing with the Stars;;;TV Shows;Disney+;38
flixpatrol.com/title/cars-on-the-road/;7;Cars on the Road;;;TV Shows;Disney+;38
flixpatrol.com/title/jessie/;8;Jessie;;;TV Shows;Disney+;38
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;9;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;38
flixpatrol.com/title/puppy-dog-pals/;10;Puppy Dog Pals;;;TV Shows;Disney+;38
flixpatrol.com/title/hocus-pocus/;1;Hocus Pocus;;;Movies;Disney+;39
flixpatrol.com/title/thor-love-and-thunder/;2;Thor: Love and Thunder;;;Movies;Disney+;39
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;39
flixpatrol.com/title/pinocchio-2022/;4;Pinocchio;;;Movies;Disney+;39
flixpatrol.com/title/spies-in-disguise/;5;Spies in Disguise;;;Movies;Disney+;39
flixpatrol.com/title/the-nightmare-before-christmas/;6;The Nightmare Before Christmas;;;Movies;Disney+;39
flixpatrol.com/title/moana/;7;Moana;;;Movies;Disney+;39
flixpatrol.com/title/hocus-pocus-2/;8;Hocus Pocus 2;;;Movies;Disney+;39
flixpatrol.com/title/turning-red/;9;Turning Red;;;Movies;Disney+;39
flixpatrol.com/title/cars/;10;Cars;;;Movies;Disney+;39
flixpatrol.com/title/star-wars-andor/;1;Star Wars: Andor;;;TV Shows;Disney+;39
flixpatrol.com/title/she-hulk-attorney-at-law/;2;She-Hulk: Attorney at Law;;;TV Shows;Disney+;39
flixpatrol.com/title/bluey/;3;Bluey;;;TV Shows;Disney+;39
flixpatrol.com/title/the-simpsons/;4;The Simpsons;;;TV Shows;Disney+;39
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;39
flixpatrol.com/title/dancing-with-the-stars/;6;Dancing with the Stars;;;TV Shows;Disney+;39
flixpatrol.com/title/jessie/;7;Jessie;;;TV Shows;Disney+;39
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;8;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;39
flixpatrol.com/title/the-mighty-ducks-game-changers/;9;The Mighty Ducks: Game Changers;;;TV Shows;Disney+;39
flixpatrol.com/title/cars-on-the-road/;10;Cars on the Road;;;TV Shows;Disney+;39
flixpatrol.com/title/hocus-pocus-2/;1;Hocus Pocus 2;;;Movies;Disney+;40
flixpatrol.com/title/hocus-pocus/;2;Hocus Pocus;;;Movies;Disney+;40
flixpatrol.com/title/the-nightmare-before-christmas/;3;The Nightmare Before Christmas;;;Movies;Disney+;40
flixpatrol.com/title/encanto/;4;Encanto;;;Movies;Disney+;40
flixpatrol.com/title/thor-love-and-thunder/;5;Thor: Love and Thunder;;;Movies;Disney+;40
flixpatrol.com/title/moana/;6;Moana;;;Movies;Disney+;40
flixpatrol.com/title/halloweentown/;7;Halloweentown;;;Movies;Disney+;40
flixpatrol.com/title/turning-red/;8;Turning Red;;;Movies;Disney+;40
flixpatrol.com/title/pinocchio-2022/;9;Pinocchio;;;Movies;Disney+;40
flixpatrol.com/title/werewolf-by-night/;10;Werewolf by Night;;;Movies;Disney+;40
flixpatrol.com/title/she-hulk-attorney-at-law/;1;She-Hulk: Attorney at Law;;;TV Shows;Disney+;40
flixpatrol.com/title/star-wars-andor/;2;Star Wars: Andor;;;TV Shows;Disney+;40
flixpatrol.com/title/bluey/;3;Bluey;;;TV Shows;Disney+;40
flixpatrol.com/title/the-simpsons/;4;The Simpsons;;;TV Shows;Disney+;40
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;40
flixpatrol.com/title/dancing-with-the-stars/;6;Dancing with the Stars;;;TV Shows;Disney+;40
flixpatrol.com/title/jessie/;7;Jessie;;;TV Shows;Disney+;40
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;8;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;40
flixpatrol.com/title/the-mighty-ducks-game-changers/;9;The Mighty Ducks: Game Changers;;;TV Shows;Disney+;40
flixpatrol.com/title/puppy-dog-pals/;10;Puppy Dog Pals;;;TV Shows;Disney+;40
flixpatrol.com/title/hocus-pocus-2/;1;Hocus Pocus 2;;;Movies;Disney+;41
flixpatrol.com/title/encanto/;2;Encanto;;;Movies;Disney+;41
flixpatrol.com/title/werewolf-by-night/;3;Werewolf by Night;;;Movies;Disney+;41
flixpatrol.com/title/hocus-pocus/;4;Hocus Pocus;;;Movies;Disney+;41
flixpatrol.com/title/moana/;5;Moana;;;Movies;Disney+;41
flixpatrol.com/title/the-nightmare-before-christmas/;6;The Nightmare Before Christmas;;;Movies;Disney+;41
flixpatrol.com/title/the-peanuts-movie/;7;The Peanuts Movie;;;Movies;Disney+;41
flixpatrol.com/title/turning-red/;8;Turning Red;;;Movies;Disney+;41
flixpatrol.com/title/thor-love-and-thunder/;9;Thor: Love and Thunder;;;Movies;Disney+;41
flixpatrol.com/title/cars/;10;Cars;;;Movies;Disney+;41
flixpatrol.com/title/she-hulk-attorney-at-law/;1;She-Hulk: Attorney at Law;;;TV Shows;Disney+;41
flixpatrol.com/title/the-simpsons/;2;The Simpsons;;;TV Shows;Disney+;41
flixpatrol.com/title/star-wars-andor/;3;Star Wars: Andor;;;TV Shows;Disney+;41
flixpatrol.com/title/bluey/;4;Bluey;;;TV Shows;Disney+;41
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;41
flixpatrol.com/title/dancing-with-the-stars/;6;Dancing with the Stars;;;TV Shows;Disney+;41
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;7;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;41
flixpatrol.com/title/jessie/;8;Jessie;;;TV Shows;Disney+;41
flixpatrol.com/title/big-city-greens/;9;Big City Greens;;;TV Shows;Disney+;41
flixpatrol.com/title/big-shot/;10;Big Shot;;;TV Shows;Disney+;41
flixpatrol.com/title/hocus-pocus-2/;1;Hocus Pocus 2;;;Movies;Disney+;42
flixpatrol.com/title/the-nightmare-before-christmas/;2;The Nightmare Before Christmas;;;Movies;Disney+;42
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;42
flixpatrol.com/title/hocus-pocus/;4;Hocus Pocus;;;Movies;Disney+;42
flixpatrol.com/title/moana/;5;Moana;;;Movies;Disney+;42
flixpatrol.com/title/turning-red/;6;Turning Red;;;Movies;Disney+;42
flixpatrol.com/title/werewolf-by-night/;7;Werewolf by Night;;;Movies;Disney+;42
flixpatrol.com/title/coco-2017/;8;Coco;;;Movies;Disney+;42
flixpatrol.com/title/monsters-inc/;9;Monsters, Inc.;;;Movies;Disney+;42
flixpatrol.com/title/cars/;10;Cars;;;Movies;Disney+;42
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;42
flixpatrol.com/title/star-wars-andor/;2;Star Wars: Andor;;;TV Shows;Disney+;42
flixpatrol.com/title/she-hulk-attorney-at-law/;3;She-Hulk: Attorney at Law;;;TV Shows;Disney+;42
flixpatrol.com/title/the-simpsons/;4;The Simpsons;;;TV Shows;Disney+;42
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;42
flixpatrol.com/title/dancing-with-the-stars/;6;Dancing with the Stars;;;TV Shows;Disney+;42
flixpatrol.com/title/big-city-greens/;7;Big City Greens;;;TV Shows;Disney+;42
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;8;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;42
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;42
flixpatrol.com/title/mickey-mouse-funhouse/;10;Mickey Mouse Funhouse;;;TV Shows;Disney+;42
flixpatrol.com/title/hocus-pocus-2/;1;Hocus Pocus 2;;;Movies;Disney+;43
flixpatrol.com/title/the-nightmare-before-christmas/;2;The Nightmare Before Christmas;;;Movies;Disney+;43
flixpatrol.com/title/encanto/;3;Encanto;;;Movies;Disney+;43
flixpatrol.com/title/moana/;4;Moana;;;Movies;Disney+;43
flixpatrol.com/title/hocus-pocus/;5;Hocus Pocus;;;Movies;Disney+;43
flixpatrol.com/title/turning-red/;6;Turning Red;;;Movies;Disney+;43
flixpatrol.com/title/coco-2017/;7;Coco;;;Movies;Disney+;43
flixpatrol.com/title/monsters-inc/;8;Monsters, Inc.;;;Movies;Disney+;43
flixpatrol.com/title/toy-story/;9;Toy Story;;;Movies;Disney+;43
flixpatrol.com/title/cars/;10;Cars;;;Movies;Disney+;43
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;43
flixpatrol.com/title/star-wars-andor/;2;Star Wars: Andor;;;TV Shows;Disney+;43
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;43
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;43
flixpatrol.com/title/dancing-with-the-stars/;5;Dancing with the Stars;;;TV Shows;Disney+;43
flixpatrol.com/title/she-hulk-attorney-at-law/;6;She-Hulk: Attorney at Law;;;TV Shows;Disney+;43
flixpatrol.com/title/star-wars-tales-of-the-jedi/;7;Star Wars: Tales of the Jedi;;;TV Shows;Disney+;43
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;8;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;43
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;43
flixpatrol.com/title/big-city-greens/;10;Big City Greens;;;TV Shows;Disney+;43
flixpatrol.com/title/hocus-pocus-2/;1;Hocus Pocus 2;;;Movies;Disney+;44
flixpatrol.com/title/encanto/;2;Encanto;;;Movies;Disney+;44
flixpatrol.com/title/coco-2017/;3;Coco;;;Movies;Disney+;44
flixpatrol.com/title/the-nightmare-before-christmas/;4;The Nightmare Before Christmas;;;Movies;Disney+;44
flixpatrol.com/title/moana/;5;Moana;;;Movies;Disney+;44
flixpatrol.com/title/hocus-pocus/;6;Hocus Pocus;;;Movies;Disney+;44
flixpatrol.com/title/turning-red/;7;Turning Red;;;Movies;Disney+;44
flixpatrol.com/title/alvin-and-the-chipmunks-the-squeakquel/;8;Alvin and the Chipmunks: The Squeakquel;;;Movies;Disney+;44
flixpatrol.com/title/toy-story/;9;Toy Story;;;Movies;Disney+;44
flixpatrol.com/title/halloweentown/;10;Halloweentown;;;Movies;Disney+;44
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;44
flixpatrol.com/title/star-wars-andor/;2;Star Wars: Andor;;;TV Shows;Disney+;44
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;44
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;44
flixpatrol.com/title/star-wars-tales-of-the-jedi/;5;Star Wars: Tales of the Jedi;;;TV Shows;Disney+;44
flixpatrol.com/title/dancing-with-the-stars/;6;Dancing with the Stars;;;TV Shows;Disney+;44
flixpatrol.com/title/she-hulk-attorney-at-law/;7;She-Hulk: Attorney at Law;;;TV Shows;Disney+;44
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;8;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;44
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;44
flixpatrol.com/title/bear-in-the-big-blue-house/;10;Bear in the Big Blue House;;;TV Shows;Disney+;44
flixpatrol.com/title/encanto/;1;Encanto;;;Movies;Disney+;45
flixpatrol.com/title/zootopia/;2;Zootopia;;;Movies;Disney+;45
flixpatrol.com/title/moana/;3;Moana;;;Movies;Disney+;45
flixpatrol.com/title/black-panther/;4;Black Panther;;;Movies;Disney+;45
flixpatrol.com/title/home-alone/;5;Home Alone;;;Movies;Disney+;45
flixpatrol.com/title/coco-2017/;6;Coco;;;Movies;Disney+;45
flixpatrol.com/title/turning-red/;7;Turning Red;;;Movies;Disney+;45
flixpatrol.com/title/cars/;8;Cars;;;Movies;Disney+;45
flixpatrol.com/title/hocus-pocus-2/;9;Hocus Pocus 2;;;Movies;Disney+;45
flixpatrol.com/title/frozen/;10;Frozen;;;Movies;Disney+;45
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;45
flixpatrol.com/title/star-wars-andor/;2;Star Wars: Andor;;;TV Shows;Disney+;45
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;45
flixpatrol.com/title/mickey-mouse-clubhouse/;4;Mickey Mouse Clubhouse;;;TV Shows;Disney+;45
flixpatrol.com/title/zootopia-2022/;5;Zootopia+;;;TV Shows;Disney+;45
flixpatrol.com/title/star-wars-tales-of-the-jedi/;6;Star Wars: Tales of the Jedi;;;TV Shows;Disney+;45
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;7;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;45
flixpatrol.com/title/dancing-with-the-stars/;8;Dancing with the Stars;;;TV Shows;Disney+;45
flixpatrol.com/title/jessie/;9;Jessie;;;TV Shows;Disney+;45
flixpatrol.com/title/she-hulk-attorney-at-law/;10;She-Hulk: Attorney at Law;;;TV Shows;Disney+;45
flixpatrol.com/title/encanto/;1;Encanto;;;Movies;Disney+;46
flixpatrol.com/title/black-panther/;2;Black Panther;;;Movies;Disney+;46
flixpatrol.com/title/zootopia/;3;Zootopia;;;Movies;Disney+;46
flixpatrol.com/title/home-alone/;4;Home Alone;;;Movies;Disney+;46
flixpatrol.com/title/moana/;5;Moana;;;Movies;Disney+;46
flixpatrol.com/title/turning-red/;6;Turning Red;;;Movies;Disney+;46
flixpatrol.com/title/the-santa-clause/;7;The Santa Clause;;;Movies;Disney+;46
flixpatrol.com/title/zen-grogu-and-dust-bunnies/;8;Zen – Grogu and Dust Bunnies;;;Movies;Disney+;46
flixpatrol.com/title/home-alone-2-lost-in-new-york/;9;Home Alone 2: Lost in New York;;;Movies;Disney+;46
flixpatrol.com/title/disenchanted/;10;Disenchanted;;;Movies;Disney+;46
flixpatrol.com/title/bluey/;1;Bluey;;;TV Shows;Disney+;46
flixpatrol.com/title/star-wars-andor/;2;Star Wars: Andor;;;TV Shows;Disney+;46
flixpatrol.com/title/the-simpsons/;3;The Simpsons;;;TV Shows;Disney+;46
flixpatrol.com/title/zootopia-2022/;4;Zootopia+;;;TV Shows;Disney+;46
flixpatrol.com/title/mickey-mouse-clubhouse/;5;Mickey Mouse Clubhouse;;;TV Shows;Disney+;46
flixpatrol.com/title/dancing-with-the-stars/;6;Dancing with the Stars;;;TV Shows;Disney+;46
flixpatrol.com/title/the-santa-clauses/;7;The Santa Clauses;;;TV Shows;Disney+;46
