title link;rank;title name;exclusive;cumulative_rank;Type;platform;week_num
flixpatrol.com/title/choose-or-die/;4;Choose or Die;This title is Netflix original;1;Movies;Netflix;15
flixpatrol.com/title/shrek-forever-after/;5;Shrek Forever After;0;3;Movies;Netflix;15
flixpatrol.com/title/catch-and-release/;6;Catch and Release;0;2;Movies;Netflix;15
flixpatrol.com/title/four-brothers/;7;Four Brothers;0;2;Movies;Netflix;15
flixpatrol.com/title/hop/;8;Hop;0;1;Movies;Netflix;15
flixpatrol.com/title/the-blind-side/;9;The Blind Side;0;3;Movies;Netflix;15
flixpatrol.com/title/the-adam-project/;10;The Adam Project;This title is Netflix original;6;Movies;Netflix;15
flixpatrol.com/title/the-ultimatum-marry-or-move-on/;1;The Ultimatum: Marry or Move On;This title is Netflix original;2;TV Shows;Netflix;15
flixpatrol.com/title/bridgerton/;2;Bridgerton;This title is Netflix original;4;TV Shows;Netflix;15
flixpatrol.com/title/anatomy-of-a-scandal/;3;Anatomy of a Scandal;This title is Netflix original;1;TV Shows;Netflix;15
flixpatrol.com/title/better-call-saul/;4;Better Call Saul;0;2;TV Shows;Netflix;15
flixpatrol.com/title/queen-of-the-south/;5;Queen of the South;0;2;TV Shows;Netflix;15
flixpatrol.com/title/our-great-national-parks/;6;Our Great National Parks;This title is Netflix original;1;TV Shows;Netflix;15
flixpatrol.com/title/bridgerton/;7;Bridgerton;This title is Netflix original;4;TV Shows;Netflix;15
flixpatrol.com/title/married-at-first-sight-2017/;8;Married At First Sight;0;1;TV Shows;Netflix;15
flixpatrol.com/title/cocomelon/;9;Cocomelon;0;3;TV Shows;Netflix;15
flixpatrol.com/title/inventing-anna/;10;Inventing Anna;This title is Netflix original;10;TV Shows;Netflix;15
flixpatrol.com/title/white-hot-the-rise-fall-of-abercrombie-fitch/;1;White Hot: The Rise & Fall of Abercrombie & Fitch;This title is Netflix original;1;Movies;Netflix;16
flixpatrol.com/title/cleaner-2020/;2;Cleaner;0;2;Movies;Netflix;16
flixpatrol.com/title/choose-or-die/;3;Choose or Die;This title is Netflix original;2;Movies;Netflix;16
flixpatrol.com/title/how-it-ends-2021/;4;How It Ends;0;1;Movies;Netflix;16
flixpatrol.com/title/shrek-forever-after/;5;Shrek Forever After;0;4;Movies;Netflix;16
flixpatrol.com/title/shrek/;6;Shrek;0;6;Movies;Netflix;16
flixpatrol.com/title/the-adam-project/;7;The Adam Project;This title is Netflix original;7;Movies;Netflix;16
flixpatrol.com/title/the-blind-side/;8;The Blind Side;0;4;Movies;Netflix;16
flixpatrol.com/title/shrek-2/;9;Shrek 2;0;6;Movies;Netflix;16
flixpatrol.com/title/ouija-origin-of-evil/;10;Ouija: Origin of Evil;0;1;Movies;Netflix;16
flixpatrol.com/title/anatomy-of-a-scandal/;1;Anatomy of a Scandal;This title is Netflix original;2;TV Shows;Netflix;16
flixpatrol.com/title/conversations-with-a-killer-the-john-wayne-gacy-tapes/;2;Conversations with a Killer: The John Wayne Gacy Tapes;This title is Netflix original;1;TV Shows;Netflix;16
flixpatrol.com/title/the-ultimatum-marry-or-move-on/;3;The Ultimatum: Marry or Move On;This title is Netflix original;3;TV Shows;Netflix;16
flixpatrol.com/title/bridgerton/;4;Bridgerton;This title is Netflix original;5;TV Shows;Netflix;16
flixpatrol.com/title/married-at-first-sight-2017/;5;Married At First Sight;0;2;TV Shows;Netflix;16
flixpatrol.com/title/selling-sunset/;6;Selling Sunset;This title is Netflix original;1;TV Shows;Netflix;16
flixpatrol.com/title/the-marked-heart/;7;The Marked Heart;This title is Netflix original;1;TV Shows;Netflix;16
flixpatrol.com/title/better-call-saul/;8;Better Call Saul;0;3;TV Shows;Netflix;16
flixpatrol.com/title/cocomelon/;9;Cocomelon;0;4;TV Shows;Netflix;16
flixpatrol.com/title/queen-of-the-south/;10;Queen of the South;0;3;TV Shows;Netflix;16
flixpatrol.com/title/365-days-this-day/;1;365 Days : This Day;This title is Netflix original;1;Movies;Netflix;17
flixpatrol.com/title/the-mystery-of-marilyn-monroe-the-unheard-tapes/;2;The Mystery of Marilyn Monroe: The Unheard Tapes;This title is Netflix original;1;Movies;Netflix;17
flixpatrol.com/title/how-it-ends-2021/;3;How It Ends;0;2;Movies;Netflix;17
flixpatrol.com/title/silverton-siege/;4;Silverton Siege;0;1;Movies;Netflix;17
flixpatrol.com/title/kung-fu-panda-3/;5;Kung Fu Panda 3;0;1;Movies;Netflix;17
flixpatrol.com/title/shrek-forever-after/;6;Shrek Forever After;0;5;Movies;Netflix;17
flixpatrol.com/title/white-hot-the-rise-fall-of-abercrombie-fitch/;7;White Hot: The Rise & Fall of Abercrombie & Fitch;This title is Netflix original;2;Movies;Netflix;17
flixpatrol.com/title/shrek/;8;Shrek;0;7;Movies;Netflix;17
flixpatrol.com/title/cleaner-2020/;9;Cleaner;0;3;Movies;Netflix;17
flixpatrol.com/title/the-adam-project/;10;The Adam Project;This title is Netflix original;8;Movies;Netflix;17
flixpatrol.com/title/ozark/;1;Ozark;This title is Netflix original;8;TV Shows;Netflix;17
flixpatrol.com/title/selling-sunset/;2;Selling Sunset;This title is Netflix original;2;TV Shows;Netflix;17
flixpatrol.com/title/the-marked-heart/;3;The Marked Heart;This title is Netflix original;2;TV Shows;Netflix;17
flixpatrol.com/title/conversations-with-a-killer-the-john-wayne-gacy-tapes/;4;Conversations with a Killer: The John Wayne Gacy Tapes;This title is Netflix original;2;TV Shows;Netflix;17
flixpatrol.com/title/bridgerton/;5;Bridgerton;This title is Netflix original;6;TV Shows;Netflix;17
flixpatrol.com/title/married-at-first-sight-2017/;6;Married At First Sight;0;3;TV Shows;Netflix;17
flixpatrol.com/title/grace-and-frankie/;7;Grace and Frankie;This title is Netflix original;1;TV Shows;Netflix;17
flixpatrol.com/title/anatomy-of-a-scandal/;8;Anatomy of a Scandal;This title is Netflix original;3;TV Shows;Netflix;17
flixpatrol.com/title/the-ultimatum-marry-or-move-on/;9;The Ultimatum: Marry or Move On;This title is Netflix original;4;TV Shows;Netflix;17
flixpatrol.com/title/bullsht-the-game-show/;10;Bullsh*t the Game Show;This title is Netflix original;1;TV Shows;Netflix;17
flixpatrol.com/title/the-gentlemen/;1;The Gentlemen;0;1;Movies;Netflix;18
flixpatrol.com/title/us-marshals/;2;U.S. Marshals;0;1;Movies;Netflix;18
flixpatrol.com/title/rambo-last-blood/;3;Rambo: Last Blood;0;1;Movies;Netflix;18
flixpatrol.com/title/den-of-thieves/;4;Den of Thieves;0;1;Movies;Netflix;18
flixpatrol.com/title/kung-fu-panda-3/;5;Kung Fu Panda 3;0;2;Movies;Netflix;18
flixpatrol.com/title/war-of-the-worlds/;6;War of the Worlds;0;1;Movies;Netflix;18
flixpatrol.com/title/forrest-gump/;7;Forrest Gump;0;1;Movies;Netflix;18
flixpatrol.com/title/happy-gilmore/;8;Happy Gilmore;0;1;Movies;Netflix;18
flixpatrol.com/title/honeymoon-with-my-mother/;9;Honeymoon with My Mother;This title is Netflix original;1;Movies;Netflix;18
flixpatrol.com/title/rambo/;10;Rambo;0;1;Movies;Netflix;18
flixpatrol.com/title/ozark/;1;Ozark;This title is Netflix original;9;TV Shows;Netflix;18
flixpatrol.com/title/grace-and-frankie/;2;Grace and Frankie;This title is Netflix original;2;TV Shows;Netflix;18
flixpatrol.com/title/selling-sunset/;3;Selling Sunset;This title is Netflix original;3;TV Shows;Netflix;18
flixpatrol.com/title/meltdown-three-mile-island/;4;Meltdown: Three Mile Island;This title is Netflix original;1;TV Shows;Netflix;18
flixpatrol.com/title/bullsht-the-game-show/;5;Bullsh*t the Game Show;This title is Netflix original;2;TV Shows;Netflix;18
flixpatrol.com/title/the-marked-heart/;6;The Marked Heart;This title is Netflix original;3;TV Shows;Netflix;18
flixpatrol.com/title/bridgerton/;7;Bridgerton;This title is Netflix original;7;TV Shows;Netflix;18
flixpatrol.com/title/ozark/;8;Ozark;This title is Netflix original;4;TV Shows;Netflix;18
flixpatrol.com/title/the-circle-2020/;9;The Circle;This title is Netflix original;1;TV Shows;Netflix;18
flixpatrol.com/title/married-at-first-sight-2017/;10;Married At First Sight;0;4;TV Shows;Netflix;18
flixpatrol.com/title/senior-year/;1;Senior Year;This title is Netflix original;1;Movies;Netflix;19
flixpatrol.com/title/our-father-2022/;2;Our Father;This title is Netflix original;1;Movies;Netflix;19
flixpatrol.com/title/operation-mincemeat/;3;Operation Mincemeat;0;1;Movies;Netflix;19
flixpatrol.com/title/us-marshals/;4;U.S. Marshals;0;2;Movies;Netflix;19
flixpatrol.com/title/den-of-thieves/;5;Den of Thieves;0;2;Movies;Netflix;19
flixpatrol.com/title/marmaduke-2022/;6;Marmaduke;This title is Netflix original;1;Movies;Netflix;19
flixpatrol.com/title/happy-gilmore/;7;Happy Gilmore;0;2;Movies;Netflix;19
flixpatrol.com/title/the-takedown/;8;The Takedown;This title is Netflix original;1;Movies;Netflix;19
flixpatrol.com/title/forgetting-sarah-marshall/;9;Forgetting Sarah Marshall;0;1;Movies;Netflix;19
flixpatrol.com/title/forrest-gump/;10;Forrest Gump;0;2;Movies;Netflix;19
flixpatrol.com/title/ozark/;1;Ozark;This title is Netflix original;10;TV Shows;Netflix;19
flixpatrol.com/title/the-lincoln-lawyer-2022/;2;The Lincoln Lawyer;This title is Netflix original;1;TV Shows;Netflix;19
flixpatrol.com/title/welcome-to-eden/;3;Welcome to Eden;This title is Netflix original;1;TV Shows;Netflix;19
flixpatrol.com/title/the-circle-2020/;4;The Circle;This title is Netflix original;2;TV Shows;Netflix;19
flixpatrol.com/title/workin-moms/;5;Workin' Moms;This title is Netflix original;1;TV Shows;Netflix;19
flixpatrol.com/title/grace-and-frankie/;6;Grace and Frankie;This title is Netflix original;3;TV Shows;Netflix;19
flixpatrol.com/title/bling-empire/;7;Bling Empire;This title is Netflix original;1;TV Shows;Netflix;19
flixpatrol.com/title/outlander-2014/;8;Outlander;This title is Starz original;1;TV Shows;Netflix;19
flixpatrol.com/title/selling-sunset/;9;Selling Sunset;This title is Netflix original;4;TV Shows;Netflix;19
flixpatrol.com/title/bridgerton/;10;Bridgerton;This title is Netflix original;8;TV Shows;Netflix;19
flixpatrol.com/title/senior-year/;1;Senior Year;This title is Netflix original;2;Movies;Netflix;20
flixpatrol.com/title/a-perfect-pairing/;2;A Perfect Pairing;This title is Netflix original;1;Movies;Netflix;20
flixpatrol.com/title/our-father-2022/;3;Our Father;This title is Netflix original;2;Movies;Netflix;20
flixpatrol.com/title/borrego/;4;Borrego;0;1;Movies;Netflix;20
flixpatrol.com/title/jackass-45/;5;Jackass 4.5;0;1;Movies;Netflix;20
flixpatrol.com/title/operation-mincemeat/;6;Operation Mincemeat;0;2;Movies;Netflix;20
flixpatrol.com/title/marmaduke-2022/;7;Marmaduke;This title is Netflix original;2;Movies;Netflix;20
flixpatrol.com/title/den-of-thieves/;8;Den of Thieves;0;3;Movies;Netflix;20
flixpatrol.com/title/charlie-and-the-chocolate-factory/;9;Charlie and the Chocolate Factory;0;4;Movies;Netflix;20
flixpatrol.com/title/happy-gilmore/;10;Happy Gilmore;0;3;Movies;Netflix;20
flixpatrol.com/title/the-lincoln-lawyer-2022/;1;The Lincoln Lawyer;This title is Netflix original;2;TV Shows;Netflix;20
flixpatrol.com/title/ozark/;2;Ozark;This title is Netflix original;11;TV Shows;Netflix;20
flixpatrol.com/title/the-circle-2020/;3;The Circle;This title is Netflix original;3;TV Shows;Netflix;20
flixpatrol.com/title/who-killed-sara/;4;Who Killed Sara?;This title is Netflix original;1;TV Shows;Netflix;20
flixpatrol.com/title/bling-empire/;5;Bling Empire;This title is Netflix original;2;TV Shows;Netflix;20
flixpatrol.com/title/the-boss-baby-back-in-the-crib/;6;The Boss Baby: Back in the Crib;This title is Netflix original;1;TV Shows;Netflix;20
flixpatrol.com/title/workin-moms/;7;Workin' Moms;This title is Netflix original;2;TV Shows;Netflix;20
flixpatrol.com/title/outlander-2014/;8;Outlander;This title is Starz original;2;TV Shows;Netflix;20
flixpatrol.com/title/love-on-the-spectrum-us/;9;Love on the Spectrum U.S.;This title is Netflix original;1;TV Shows;Netflix;20
flixpatrol.com/title/wrong-side-of-the-tracks/;10;Wrong Side of the Tracks;This title is Netflix original;1;TV Shows;Netflix;20
flixpatrol.com/title/senior-year/;1;Senior Year;This title is Netflix original;3;Movies;Netflix;21
flixpatrol.com/title/a-perfect-pairing/;2;A Perfect Pairing;This title is Netflix original;2;Movies;Netflix;21
flixpatrol.com/title/jackass-45/;3;Jackass 4.5;0;2;Movies;Netflix;21
flixpatrol.com/title/top-gun/;4;Top Gun;0;1;Movies;Netflix;21
flixpatrol.com/title/ben-is-back/;5;Ben Is Back;0;1;Movies;Netflix;21
flixpatrol.com/title/charlie-and-the-chocolate-factory/;6;Charlie and the Chocolate Factory;0;5;Movies;Netflix;21
flixpatrol.com/title/our-father-2022/;7;Our Father;This title is Netflix original;3;Movies;Netflix;21
flixpatrol.com/title/toscana/;8;Toscana;This title is Netflix original;1;Movies;Netflix;21
flixpatrol.com/title/fck-love-too/;9;F*ck Love Too;This title is Netflix original;1;Movies;Netflix;21
flixpatrol.com/title/rrr/;10;RRR;0;1;Movies;Netflix;21
flixpatrol.com/title/stranger-things/;1;Stranger Things;This title is Netflix original;1;TV Shows;Netflix;21
flixpatrol.com/title/the-lincoln-lawyer-2022/;2;The Lincoln Lawyer;This title is Netflix original;3;TV Shows;Netflix;21
flixpatrol.com/title/wrong-side-of-the-tracks/;3;Wrong Side of the Tracks;This title is Netflix original;2;TV Shows;Netflix;21
flixpatrol.com/title/stranger-things/;4;Stranger Things;This title is Netflix original;1;TV Shows;Netflix;21
flixpatrol.com/title/ozark/;5;Ozark;This title is Netflix original;12;TV Shows;Netflix;21
flixpatrol.com/title/stranger-things/;6;Stranger Things;This title is Netflix original;1;TV Shows;Netflix;21
flixpatrol.com/title/stranger-things/;7;Stranger Things;This title is Netflix original;1;TV Shows;Netflix;21
flixpatrol.com/title/the-boss-baby-back-in-the-crib/;8;The Boss Baby: Back in the Crib;This title is Netflix original;2;TV Shows;Netflix;21
flixpatrol.com/title/the-circle-2020/;9;The Circle;This title is Netflix original;4;TV Shows;Netflix;21
flixpatrol.com/title/love-on-the-spectrum-us/;10;Love on the Spectrum U.S.;This title is Netflix original;2;TV Shows;Netflix;21
flixpatrol.com/title/the-amazing-spider-man/;1;The Amazing Spider-Man;0;1;Movies;Netflix;22
flixpatrol.com/title/disappearance-at-clifton-hill/;2;Disappearance at Clifton Hill;0;1;Movies;Netflix;22
flixpatrol.com/title/interceptor/;3;Interceptor;This title is Netflix original;1;Movies;Netflix;22
flixpatrol.com/title/anchorman-the-legend-of-ron-burgundy/;4;Anchorman: The Legend of Ron Burgundy;0;1;Movies;Netflix;22
flixpatrol.com/title/senior-year/;5;Senior Year;This title is Netflix original;4;Movies;Netflix;22
flixpatrol.com/title/a-perfect-pairing/;6;A Perfect Pairing;This title is Netflix original;3;Movies;Netflix;22
flixpatrol.com/title/we-die-young-2019/;7;We Die Young;0;1;Movies;Netflix;22
flixpatrol.com/title/top-gun/;8;Top Gun;0;2;Movies;Netflix;22
flixpatrol.com/title/rrr/;9;RRR;0;2;Movies;Netflix;22
flixpatrol.com/title/charlie-and-the-chocolate-factory/;10;Charlie and the Chocolate Factory;0;6;Movies;Netflix;22
flixpatrol.com/title/stranger-things/;1;Stranger Things;This title is Netflix original;2;TV Shows;Netflix;22
flixpatrol.com/title/all-american/;2;All American;0;1;TV Shows;Netflix;22
flixpatrol.com/title/stranger-things/;3;Stranger Things;This title is Netflix original;2;TV Shows;Netflix;22
flixpatrol.com/title/the-lincoln-lawyer-2022/;4;The Lincoln Lawyer;This title is Netflix original;4;TV Shows;Netflix;22
flixpatrol.com/title/stranger-things/;5;Stranger Things;This title is Netflix original;2;TV Shows;Netflix;22
flixpatrol.com/title/stranger-things/;6;Stranger Things;This title is Netflix original;2;TV Shows;Netflix;22
flixpatrol.com/title/ozark/;7;Ozark;This title is Netflix original;13;TV Shows;Netflix;22
flixpatrol.com/title/wrong-side-of-the-tracks/;8;Wrong Side of the Tracks;This title is Netflix original;3;TV Shows;Netflix;22
flixpatrol.com/title/all-american/;9;All American;0;5;TV Shows;Netflix;22
flixpatrol.com/title/teenage-mutant-ninja-turtles-2012/;10;Teenage Mutant Ninja Turtles;0;1;TV Shows;Netflix;22
flixpatrol.com/title/hustle-2022/;1;Hustle;This title is Netflix original;1;Movies;Netflix;23
flixpatrol.com/title/interceptor/;2;Interceptor;This title is Netflix original;2;Movies;Netflix;23
flixpatrol.com/title/the-amazing-spider-man/;3;The Amazing Spider-Man;0;2;Movies;Netflix;23
flixpatrol.com/title/mission-impossible-ghost-protocol/;4;Mission: Impossible - Ghost Protocol;0;1;Movies;Netflix;23
flixpatrol.com/title/titanic-1997/;5;Titanic;0;5;Movies;Netflix;23
flixpatrol.com/title/dumb-and-dumber/;6;Dumb and Dumber;0;1;Movies;Netflix;23
flixpatrol.com/title/10000-bc/;7;10,000 BC;0;1;Movies;Netflix;23
flixpatrol.com/title/the-hurt-locker/;8;The Hurt Locker;0;1;Movies;Netflix;23
flixpatrol.com/title/mission-impossible/;9;Mission: Impossible;0;1;Movies;Netflix;23
flixpatrol.com/title/brahms-the-boy-ii/;10;Brahms: The Boy II;0;1;Movies;Netflix;23
flixpatrol.com/title/stranger-things/;1;Stranger Things;This title is Netflix original;3;TV Shows;Netflix;23
flixpatrol.com/title/all-american/;2;All American;0;2;TV Shows;Netflix;23
flixpatrol.com/title/keep-sweet-pray-and-obey/;3;Keep Sweet: Pray and Obey;This title is Netflix original;1;TV Shows;Netflix;23
flixpatrol.com/title/stranger-things/;4;Stranger Things;This title is Netflix original;3;TV Shows;Netflix;23
flixpatrol.com/title/stranger-things/;5;Stranger Things;This title is Netflix original;3;TV Shows;Netflix;23
flixpatrol.com/title/stranger-things/;6;Stranger Things;This title is Netflix original;3;TV Shows;Netflix;23
flixpatrol.com/title/the-lincoln-lawyer-2022/;7;The Lincoln Lawyer;This title is Netflix original;5;TV Shows;Netflix;23
flixpatrol.com/title/peaky-blinders/;8;Peaky Blinders;0;1;TV Shows;Netflix;23
flixpatrol.com/title/first-kill-2022/;9;First Kill;This title is Netflix original;1;TV Shows;Netflix;23
flixpatrol.com/title/ozark/;10;Ozark;This title is Netflix original;14;TV Shows;Netflix;23
flixpatrol.com/title/hustle-2022/;1;Hustle;This title is Netflix original;2;Movies;Netflix;24
flixpatrol.com/title/spiderhead/;2;Spiderhead;This title is Netflix original;1;Movies;Netflix;24
flixpatrol.com/title/halftime/;3;Halftime;This title is Netflix original;1;Movies;Netflix;24
flixpatrol.com/title/chickenhare-and-the-hamster-of-darkness/;4;Chickenhare and the Hamster of Darkness;0;1;Movies;Netflix;24
flixpatrol.com/title/the-amazing-spider-man/;5;The Amazing Spider-Man;0;3;Movies;Netflix;24
flixpatrol.com/title/mission-impossible-ghost-protocol/;6;Mission: Impossible - Ghost Protocol;0;2;Movies;Netflix;24
flixpatrol.com/title/titanic-1997/;7;Titanic;0;6;Movies;Netflix;24
flixpatrol.com/title/interceptor/;8;Interceptor;This title is Netflix original;3;Movies;Netflix;24
flixpatrol.com/title/it/;9;It;0;1;Movies;Netflix;24
flixpatrol.com/title/collision-2022/;10;Collision;This title is Netflix original;1;Movies;Netflix;24
flixpatrol.com/title/stranger-things/;1;Stranger Things;This title is Netflix original;4;TV Shows;Netflix;24
